Column1,sora,aya,text,tafseer,emlaey
40,2,34,وَإِذۡ قُلۡنَا لِلۡمَلَـٰٓئِكَةِ ٱسۡجُدُواْ لِأٓدَمَ فَسَجَدُوٓاْ إِلَّآ إِبۡلِيسَ أَبَىٰ وَٱسۡتَكۡبَرَ وَكَانَ مِنَ ٱلۡكَٰفِرِينَ,"يبين الله تعالى أنه أمر الملائكة بالسجود لآدم سجود تقدير واحترام، فسجدوا مسارعين لامتثال أمر الله، إلا ما كان من إبليس الذي كان من الجن، فامتنع اعتراضًا على أمر الله له بالسجود وتكَبُّرًا على آدم، فصار بذلك من الكافرين بالله تعالى.",واذ قلنا للملائكة اسجدوا لادم فسجدوا الا ابليس ابى واستكبر وكان من الكافرين
41,2,35,وَقُلۡنَا يَـٰٓـَٔادَمُ ٱسۡكُنۡ أَنتَ وَزَوۡجُكَ ٱلۡجَنَّةَ وَكُلَا مِنۡهَا رَغَدًا حَيۡثُ شِئۡتُمَا وَلَا تَقۡرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّـٰلِمِينَ,"وقلنا: يا آدم اسكن أنت وزوجك - حواء - الجنة، وكُلا منها أكلًا هنيئًا واسعًا لا مُنَغِّص فيه، في أي مكان من الجنة، وإياكما أن تقربا هذه الشجرة التي نهيتكما عن الأكل منها، فتكونا من الظالمين بعصيان ما أمرتكم به.",وقلنا يا ادم اسكن انت وزوجك الجنة وكلا منها رغدا حيث شئتما ولا تقربا هذه الشجرة فتكونا من الظالمين
42,2,36,فَأَزَلَّهُمَا ٱلشَّيۡطَٰنُ عَنۡهَا فَأَخۡرَجَهُمَا مِمَّا كَانَا فِيهِۖ وَقُلۡنَا ٱهۡبِطُواْ بَعۡضُكُمۡ لِبَعۡضٍ عَدُوّٞۖ وَلَكُمۡ فِي ٱلۡأَرۡضِ مُسۡتَقَرّٞ وَمَتَٰعٌ إِلَىٰ حِينٖ,"فلم يزل الشيطان يوسوس لهما ويزين؛ حتى أوقعهما في الزلل والخطيئة بالأكل من تلك الشجرة التي نهاهما الله عنها، فكان جزاؤهما أن أخرجهما الله من الجنة التي كانا فيها، وقال الله لهما وللشيطان: انزلوا إلى الأرض، بعضكم أعداء بعض، ولكم في تلك الأرض استقرار وبقاء وتَمَتُّعٌ بما فيها من خيرات إلى أن تنتهي آجالكم، وتقوم الساعة.",فازلهما الشيطان عنها فاخرجهما مما كانا فيه وقلنا اهبطوا بعضكم لبعض عدو ولكم في الارض مستقر ومتاع الى حين
43,2,37,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٖ فَتَابَ عَلَيۡهِۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"فأخذ آدم ما ألقى الله إليه من كلمات، وألهمه الدعاء بهن، وهي المذكورة في قوله تعالى: ﴿قَالَا رَبَّنَا ظَلَمْنَا أَنفُسَنَا وَإِن لَّمْ تَغْفِرْ لَنَا وَتَرْحَمْنَا لَنَكُونَنَّ مِنَ الْخَاسِرِينَ﴾ (الأعراف: 23)، فقبل الله توبته، وغفر له، فهو سبحانه كثير التوبة على عباده، رحيمٌ بهم.",فتلقى ادم من ربه كلمات فتاب عليه انه هو التواب الرحيم
44,2,38,قُلۡنَا ٱهۡبِطُواْ مِنۡهَا جَمِيعٗاۖ فَإِمَّا يَأۡتِيَنَّكُم مِّنِّي هُدٗى فَمَن تَبِعَ هُدَايَ فَلَا خَوۡفٌ عَلَيۡهِمۡ وَلَا هُمۡ يَحۡزَنُونَ,"قلنا لهم: انزلوا جميعًا من الجنة إلى الأرض، فإن جاءتكم هداية على أيدي رسلي، فمن اتبعها وآمن برسلي فلا خوف عليهم في الآخرة، ولا هم يحزنون على ما فاتهم من الدنيا.",قلنا اهبطوا منها جميعا فاما ياتينكم مني هدى فمن تبع هداي فلا خوف عليهم ولا هم يحزنون
45,2,39,وَٱلَّذِينَ كَفَرُواْ وَكَذَّبُواْ بِـَٔايَٰتِنَآ أُوْلَـٰٓئِكَ أَصۡحَٰبُ ٱلنَّارِۖ هُمۡ فِيهَا خَٰلِدُونَ,"وأما الذين كفروا وكذبوا بآياتنا؛ فأولئك هم أصحاب النار، لا يخرجون منها أبدًا.",والذين كفروا وكذبوا باياتنا اولئك اصحاب النار هم فيها خالدون
46,2,40,يَٰبَنِيٓ إِسۡرَـٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَوۡفُواْ بِعَهۡدِيٓ أُوفِ بِعَهۡدِكُمۡ وَإِيَّـٰيَ فَٱرۡهَبُونِ,"يا أبناء نبي الله يعقوب تذكروا نعم الله المتتالية عليكم واشكروها، والتزموا بالوفاء بعهدي إليكم؛ من الإيمان بي وبرسلي، والعمل بشرائعي، فإن وفيتم به أوفيت بعهدي لكم فيما وعدتكم به؛ من الحياة الطيبة في الدنيا، والجزاء الحسن يوم القيامة، وإياي وحدي فخافوني ولا تنقضوا عهدي.",يا بني اسرائيل اذكروا نعمتي التي انعمت عليكم واوفوا بعهدي اوف بعهدكم واياي فارهبون
47,2,41,وَءَامِنُواْ بِمَآ أَنزَلۡتُ مُصَدِّقٗا لِّمَا مَعَكُمۡ وَلَا تَكُونُوٓاْ أَوَّلَ كَافِرِۭ بِهِۦۖ وَلَا تَشۡتَرُواْ بِـَٔايَٰتِي ثَمَنٗا قَلِيلٗا وَإِيَّـٰيَ فَٱتَّقُونِ,"وآمِنوا بالقرآن الذي أنزلته على محمد صلى الله عليه وسلم موافقًا لما جاء في التوراة قبل تحريفها في شأن توحيد الله، ونبوة محمد صلى الله عليه وسلم، واحذروا من أن تكونوا أول فريق يكفر به، ولا تستبدلوا بآياتي التي أنزلتها ثمنًا قليلًا من جاه ورئاسة، واتقوا غضبي وعذابي.",وامنوا بما انزلت مصدقا لما معكم ولا تكونوا اول كافر به ولا تشتروا باياتي ثمنا قليلا واياي فاتقون
48,2,42,وَلَا تَلۡبِسُواْ ٱلۡحَقَّ بِٱلۡبَٰطِلِ وَتَكۡتُمُواْ ٱلۡحَقَّ وَأَنتُمۡ تَعۡلَمُونَ,"ولا تخلطوا الحق - الذي أنزلته على رسلي - بما تفترون من أكاذيب، ولا تكتموا الحق الذي جاء في كتبكم من صفة محمد صلى الله عليه وسلم ، مع علمكم به ويقينكم منه.",ولا تلبسوا الحق بالباطل وتكتموا الحق وانتم تعلمون
49,2,43,وَأَقِيمُواْ ٱلصَّلَوٰةَ وَءَاتُواْ ٱلزَّكَوٰةَ وَٱرۡكَعُواْ مَعَ ٱلرَّـٰكِعِينَ,"وأدّوا الصلاة تامة بأركانها وواجباتها وسننها، وأخرجوا زكاة أموالكم التي جعلها الله في أيديكم، واخضعوا لله مع الخاضعين له من أمة محمد صلى الله عليه وسلم .",واقيموا الصلاة واتوا الزكاة واركعوا مع الراكعين
50,2,44,۞أَتَأۡمُرُونَ ٱلنَّاسَ بِٱلۡبِرِّ وَتَنسَوۡنَ أَنفُسَكُمۡ وَأَنتُمۡ تَتۡلُونَ ٱلۡكِتَٰبَۚ أَفَلَا تَعۡقِلُونَ,"ما أقبح أن تأمروا غيركم بالإيمان وفعل الخير، وتُعرضوا أنتم عنه ناسين أنفسكم، وأنتم تقرؤون التوراة، عالِمين بما فيها من الأمر باتباع دين الله، وتصديق رسله، أفلا تنتفعون بعقولكم؟!",اتامرون الناس بالبر وتنسون انفسكم وانتم تتلون الكتاب افلا تعقلون
51,2,45,وَٱسۡتَعِينُواْ بِٱلصَّبۡرِ وَٱلصَّلَوٰةِۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلۡخَٰشِعِينَ,"واطلبوا العون على كل أحوالكم الدينية والدنيوية؛ بالصبر وبالصلاة التي تقربكم إلى الله وتصلكم به، فيعينكم ويحفظكم ويذهب ما بكم من ضر، وإن الصلاة لشاقة وعظيمة إلا على الخاضعين لربهم.",واستعينوا بالصبر والصلاة وانها لكبيرة الا على الخاشعين
52,2,46,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُواْ رَبِّهِمۡ وَأَنَّهُمۡ إِلَيۡهِ رَٰجِعُونَ,"وذلك لأنهم هم الذين يوقنون أنهم واردون على ربهم وملاقوه يوم القيامة، وأنهم إليه راجعون ليجازيهم على أعمالهم.",الذين يظنون انهم ملاقو ربهم وانهم اليه راجعون
53,2,47,يَٰبَنِيٓ إِسۡرَـٰٓءِيلَ ٱذۡكُرُواْ نِعۡمَتِيَ ٱلَّتِيٓ أَنۡعَمۡتُ عَلَيۡكُمۡ وَأَنِّي فَضَّلۡتُكُمۡ عَلَى ٱلۡعَٰلَمِينَ,"يا أبناء نبي الله يعقوب، اذكروا نعمي الدينية والدنيوية التي أنعمت بها عليكم، واذكروا أني فضَّلتكم على أهل زمانكم المعاصرين لكم بالنبوة والملك.",يا بني اسرائيل اذكروا نعمتي التي انعمت عليكم واني فضلتكم على العالمين
54,2,48,وَٱتَّقُواْ يَوۡمٗا لَّا تَجۡزِي نَفۡسٌ عَن نَّفۡسٖ شَيۡـٔٗا وَلَا يُقۡبَلُ مِنۡهَا شَفَٰعَةٞ وَلَا يُؤۡخَذُ مِنۡهَا عَدۡلٞ وَلَا هُمۡ يُنصَرُونَ,"واجعلوا بينكم وبين عذاب يوم القيامة وقاية بفعل الأوامر وترك النواهي، ذلك اليوم الذي لا تغني فيه نفس عن نفس شيئًا، ولا تُقْبَلُ فيه شفاعة أحد بدفع ضر أو جلب نفع إلا بإذن من الله، ولا يؤخذ فداء ولو كان ملء الأرض ذهبًا، ولا ناصر لهم في ذلك اليوم، فإذا لم ينفع شافع ولا فداء ولا ناصر، فأين المفر؟!",واتقوا يوما لا تجزي نفس عن نفس شيئا ولا يقبل منها شفاعة ولا يؤخذ منها عدل ولا هم ينصرون
55,2,49,وَإِذۡ نَجَّيۡنَٰكُم مِّنۡ ءَالِ فِرۡعَوۡنَ يَسُومُونَكُمۡ سُوٓءَ ٱلۡعَذَابِ يُذَبِّحُونَ أَبۡنَآءَكُمۡ وَيَسۡتَحۡيُونَ نِسَآءَكُمۡۚ وَفِي ذَٰلِكُم بَلَآءٞ مِّن رَّبِّكُمۡ عَظِيمٞ,"واذكروا يا بني إسرائيل حين أنقذناكم من أتباع فرعون الذين كانوا يذيقونكم أصناف العذاب؛ حيث يقتلون أبناءكم ذبحًا، حتى لا يكون لكم بقاء، ويتركون بناتكم أحياءً حتى يكنَّ نساء ليخدمنهم؛ إمعانًا في إذلالكم وإهانتكم، وفي إنجائكم من بطش فرعون وأتباعه اختبار عظيم من ربكم؛ لعلكم تشكرون.",واذ نجيناكم من ال فرعون يسومونكم سوء العذاب يذبحون ابناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم
56,2,50,وَإِذۡ فَرَقۡنَا بِكُمُ ٱلۡبَحۡرَ فَأَنجَيۡنَٰكُمۡ وَأَغۡرَقۡنَآ ءَالَ فِرۡعَوۡنَ وَأَنتُمۡ تَنظُرُونَ,"واذكروا من نعمنا عليكم أن شققنا لكم البحر فجعلناه طريقًا يابسًا تسيرون فيه، فأنجيناكم، وأغرقنا عدوكم فرعون وأتباعه أمام أعينكم وأنتم تنظرون إليهم.",واذ فرقنا بكم البحر فانجيناكم واغرقنا ال فرعون وانتم تنظرون
57,2,51,وَإِذۡ وَٰعَدۡنَا مُوسَىٰٓ أَرۡبَعِينَ لَيۡلَةٗ ثُمَّ ٱتَّخَذۡتُمُ ٱلۡعِجۡلَ مِنۢ بَعۡدِهِۦ وَأَنتُمۡ ظَٰلِمُونَ,"واذكروا من هذه النعم مواعدَتَنا موسى أربعين ليلةً لِيَتِمَّ فيها إنزال التوراة نورًا وهدى، ثم ما كان منكم إلا أن عبدتم العجل في تلك المدة، وأنتم ظالمون بفعلكم هذا.",واذ واعدنا موسى اربعين ليلة ثم اتخذتم العجل من بعده وانتم ظالمون
